?item	?term	?constituency	?party	?start	?election	?end	?cause
Q303351	Q29974940	Q1070334	Q9626	2017-06-08	Q25052149	2017-11-03	Q35855188
Q303351	Q29974940	Q1070334	Q327591	2017-11-03			
Q303465	Q29974940	Q1031797	Q9630	2017-06-08	Q25052149		
Q303510	Q29974940	Q3238907	Q9626	2017-06-08	Q25052149		
Q303577	Q29974940	Q1077338	Q6467393	2017-06-08	Q25052149		
Q303814	Q29974940	Q1032052	Q9626	2017-06-08	Q25052149		
Q303883	Q29974940	Q588875	Q9626	2017-06-08	Q25052149		
Q304027	Q29974940	Q1080391	Q9626	2017-06-08	Q25052149		
Q304095	Q29974940	Q1031768	Q9626	2017-06-08	Q25052149		
Q304172	Q29974940	Q1052362	Q9630	2017-06-08	Q25052149		
Q304251	Q29974940	Q874372	Q9624	2017-06-08	Q25052149		
Q304388	Q29974940	Q1080413	Q9630	2017-06-08	Q25052149		
Q304450	Q29974940	Q3235346	Q9626	2017-06-08	Q25052149		
Q306169	Q29974940	Q1032451	Q9630	2017-06-08	Q25052149		
Q306250	Q29974940	Q1032459	Q9626	2017-06-08	Q25052149		
Q327716	Q29974940	Q1080518	Q9626	2017-06-08	Q25052149		
Q327790	Q29974940	Q874525	Q9624	2017-06-08	Q25052149		
Q327823	Q29974940	Q1053043	Q9626	2017-06-08	Q25052149		
Q328608	Q29974940	Q589079	Q9626	2017-06-08	Q25052149		
Q328641	Q29974940	Q3134150	Q9626	2017-06-08	Q25052149		
Q328737	Q29974940	Q3137325	Q9630	2017-06-08	Q25052149		
Q328769	Q29974940	Q3239015	Q9626	2017-06-08	Q25052149		
Q328791	Q29974940	Q988814	Q9626	2017-06-08	Q25052149		
Q328892	Q29974940	Q1050693	Q9626	2017-06-08	Q25052149		
Q328953	Q29974940	Q1053383	Q9626	2017-06-08	Q25052149		
Q332374	Q29974940	Q1052235	Q9626	2017-06-08	Q25052149		
Q332954	Q29974940	Q3336696	Q9626	2017-06-08	Q25052149		
Q332979	Q29974940	Q874319	Q9626	2017-06-08	Q25052149		
Q332987	Q29974940	Q988509	Q9626	2017-06-08	Q25052149		
Q332994	Q29974940	Q586563	Q9626	2017-06-08	Q25052149		
Q333012	Q29974940	Q751381	Q9626	2017-06-08	Q25052149		
Q333261	Q29974940	Q988127	Q9626	2017-06-08	Q25052149		
Q333267	Q29974940	Q3138528	Q9626	2017-06-08	Q25052149		
Q333283	Q29974940	Q751016	Q9626	2017-06-08	Q25052149		
Q333480	Q29974940	Q874545	Q9626	2017-06-08	Q25052149		
Q333520	Q29974940	Q3336059	Q9626	2017-06-08	Q25052149		
Q333533	Q29974940	Q988793	Q9626	2017-06-08	Q25052149		
Q333670	Q29974940	Q1077631	Q9630	2017-06-08	Q25052149		
Q333680	Q29974940	Q1051488	Q9626	2017-06-08	Q25052149		
Q333714	Q29974940	Q987857	Q9626	2017-06-08	Q25052149		
Q333846	Q29974940	Q874153	Q9626	2017-06-08	Q25052149		
Q333852	Q29974940	Q1075935	Q9626	2017-06-08	Q25052149		
Q333937	Q29974940	Q988166	Q9626	2017-06-08	Q25052149		
Q334261	Q29974940	Q1080350	Q9626	2017-06-08	Q25052149		
Q337453	Q29974940	Q3337484	Q9626	2017-06-08	Q25052149		
Q3377178	Q29974940	Q290823	Q9630	2017-06-08	Q25052149		
Q337720	Q29974940	Q3133856	Q9626	2017-06-08	Q25052149		
Q337812	Q29974940	Q1075452	Q9630	2017-06-08	Q25052149		
Q337970	Q29974940	Q751637	Q76382	2017-06-08	Q25052149		
Q3409441	Q29974940	Q988942	Q9626	2017-06-08	Q25052149		
Q3411409	Q29974940	Q1052385	Q9630	2017-06-08	Q25052149		
Q3412180	Q29974940	Q1077439	Q9630	2017-06-08	Q25052149		
Q341511	Q29974940	Q1032319	Q9626	2017-06-08	Q25052149		
Q341538	Q29974940	Q3238953	Q9626	2017-06-08	Q25052149		
Q341570	Q29974940	Q1050733	Q9626	2017-06-08	Q25052149		
Q389189	Q29974940	Q1031709	Q9626	2017-06-08	Q25052149		
Q389677	Q29974940	Q874986	Q9630	2017-06-08	Q25052149		
Q389855	Q29974940	Q3231619	Q9626	2017-06-08	Q25052149		
Q390192	Q29974940	Q373667	Q9626	2017-06-08	Q25052149		
Q390611	Q29974940	Q1052327	Q9630	2017-06-08	Q25052149		
Q390690	Q29974940	Q1032468	Q9630	2017-06-08	Q25052149		
Q390756	Q29974940	Q1080368	Q9630	2017-06-08	Q25052149		
Q390760	Q29974940	Q3137641	Q9630	2017-06-08	Q25052149		
Q390794	Q29974940	Q989226	Q9626	2017-06-08	Q25052149		
Q390849	Q29974940	Q3335844	Q9626	2017-06-08	Q25052149		
Q390869	Q29974940	Q1032138	Q9626	2017-06-08	Q25052149		
Q390949	Q29974940	Q1050711	Q9630	2017-06-08	Q25052149		
Q390983	Q29974940	Q1053541	Q9626	2017-06-08	Q25052149		
Q391008	Q29974940	Q1077620	Q9626	2017-06-08	Q25052149		
Q391094	Q29974940	Q1051661	Q9626	2017-06-08	Q25052149		
Q391141	Q29974940	Q1077519	Q6467393	2017-06-08	Q25052149		
Q391169	Q29974940	Q1077540	Q9630	2017-06-08	Q25052149		
Q391222	Q29974940	Q750781	Q9626	2017-06-08	Q25052149		
Q391256	Q29974940	Q988809	Q9626	2017-06-08	Q25052149		
Q391300	Q29974940	Q3137665	Q9626	2017-06-08	Q25052149		
Q391341	Q29974940	Q3337375	Q9630	2017-06-08	Q25052149		
Q391437	Q29974940	Q3137680	Q9630	2017-06-08	Q25052149		
Q391465	Q29974940	Q1031840	Q9626	2017-06-08	Q25052149		
Q391483	Q29974940	Q736909	Q9630	2017-06-08	Q25052149		
Q391520	Q29974940	Q1080378	Q9630	2017-06-08	Q25052149		
Q391526	Q29974940	Q280886	Q9626	2017-06-08	Q25052149		
Q391562	Q29974940	Q1032015	Q9626	2017-06-08	Q25052149		
Q391605	Q29974940	Q1072667	Q9630	2017-06-08	Q25052149		
Q391644	Q29974940	Q1031819	Q9626	2017-06-08	Q25052149		
Q391652	Q29974940	Q3137980	Q9626	2017-06-08	Q25052149		
Q391756	Q29974940	Q1080484	Q9626	2017-06-08	Q25052149		
Q391792	Q29974940	Q1080493	Q9626	2017-06-08	Q25052149		
Q391839	Q29974940	Q1051556	Q9626	2017-06-08	Q25052149		
Q391960	Q29974940	Q751068	Q9626	2017-06-08	Q25052149		
Q391986	Q29974940	Q988219	Q9630	2017-06-08	Q25052149		
Q392000	Q29974940	Q751737	Q215519	2017-06-08	Q25052149		
Q392064	Q29974940	Q1051246	Q9630	2017-06-08	Q25052149		
Q392101	Q29974940	Q3138076	Q9630	2017-06-08	Q25052149		
Q392149	Q29974940	Q3235146	Q9626	2017-06-08	Q25052149		
Q392216	Q29974940	Q3231747	Q9630	2017-06-08	Q25052149		
Q392241	Q29974940	Q1051435	Q9626	2017-06-08	Q25052149		
Q392367	Q29974940	Q3336848	Q6467393	2017-06-08	Q25052149		
Q392375	Q29974940	Q3337305	Q9626	2017-06-08	Q25052149		
Q393751	Q29974940	Q3302198	Q9626	2017-06-08	Q25052149		
Q441532	Q29974940	Q3239148	Q9626	2017-06-08	Q25052149		
Q4761018	Q29974940	Q1053438	Q9630	2017-06-08	Q25052149		
Q477464	Q29974940	Q1080409	Q6467393	2017-06-08	Q25052149		
Q4775602	Q29974940	Q3337569	Q9626	2017-06-08	Q25052149		
Q478161	Q29974940	Q874416	Q9626	2017-06-08	Q25052149		
Q478227	Q29974940	Q3239170	Q9626	2017-06-08	Q25052149		
Q478248	Q29974940	Q1077406	Q9630	2017-06-08	Q25052149		
Q478276	Q29974940	Q1080510	Q9626	2017-06-08	Q25052149		
Q478291	Q29974940	Q11003	Q9626	2017-06-08	Q25052149		
Q478305	Q29974940	Q3238981	Q9626	2017-06-08	Q25052149		
Q478345	Q29974940	Q1077431	Q9626	2017-06-08	Q25052149		
Q478387	Q29974940	Q1077590	Q9630	2017-06-08	Q25052149		
Q478531	Q29974940	Q1032106	Q9626	2017-06-08	Q25052149		
Q478596	Q29974940	Q874643	Q9626	2017-06-08	Q25052149		
Q478686	Q29974940	Q988966	Q9626	2017-06-08	Q25052149		
Q478702	Q29974940	Q751724	Q215519	2017-06-08	Q25052149		
Q478711	Q29974940	Q1052307	Q9626	2017-06-08	Q25052149		
Q478714	Q29974940	Q988826	Q9626	2017-06-08	Q25052149		
Q479064	Q29974940	Q3336829	Q9626	2017-06-08	Q25052149		
Q479171	Q29974940	Q3337224	Q9626	2017-06-08	Q25052149		
Q479188	Q29974940	Q873520	Q9630	2017-06-08	Q25052149		
Q480092	Q29974940	Q1031958	Q9626	2017-06-08	Q25052149		
Q480132	Q29974940	Q3335749	Q9630	2017-06-08	Q25052149		
Q480148	Q29974940	Q987959	Q9626	2017-06-08	Q25052149		
Q4864486	Q29974940	Q751745	Q76382	2017-06-08	Q25052149	2018-01-15	Q796919
Q501926	Q29974940	Q988399	Q6467393	2017-06-08	Q25052149		
Q501942	Q29974940	Q874095	Q9630	2017-06-08	Q25052149		
Q5106839	Q29974940	Q751715	Q76382	2017-06-08	Q25052149		
Q5162256	Q29974940	Q988533	Q9630	2017-06-08	Q25052149		
Q5181182	Q29974940	Q988835	Q9626	2017-06-08	Q25052149		
Q5240825	Q29974940	Q989017	Q9626	2017-06-08	Q25052149		
Q5242429	Q29974940	Q3137848	Q9630	2017-06-08	Q25052149		
Q52587398	Q29974940	Q751745	Q76382	2018-05-03	Q48814827		
Q5307191	Q29974940	Q3302442	Q10658	2017-06-08	Q25052149		
Q534727	Q29974940	Q875261	Q9630	2017-06-08	Q25052149		
Q5479812	Q29974940	Q751660	Q76382	2017-06-08	Q25052149		
Q55003337	Q29974940	Q3336099	Q9630	2018-06-14	Q7864918		
Q5528262	Q29974940	Q751562	Q215519	2017-06-08	Q25052149		
Q5561727	Q29974940	Q3302105	Q9626	2017-06-08	Q25052149		
Q574896	Q29974940	Q1075428	Q9630	2017-06-08	Q25052149		
Q574980	Q29974940	Q1052293	Q9626	2017-06-08	Q25052149		
Q575183	Q29974940	Q987915	Q9626	2017-06-08	Q25052149		
Q575205	Q29974940	Q3302256	Q9626	2017-06-08	Q25052149		
Q575239	Q29974940	Q3239055	Q9626	2017-06-08	Q25052149		
Q575266	Q29974940	Q988057	Q9626	2017-06-08	Q25052149		
Q575337	Q29974940	Q3138221	Q9630	2017-06-08	Q25052149		
Q575452	Q29974940	Q1080502	Q9626	2017-06-08	Q25052149		
Q575462	Q29974940	Q1077473	Q9630	2017-06-08	Q25052149		
Q575493	Q29974940	Q3137917	Q9626	2017-06-08	Q25052149		
Q575513	Q29974940	Q874356	Q9626	2017-06-08	Q25052149		
Q575593	Q29974940	Q3337168	Q9626	2017-06-08	Q25052149		
Q575669	Q29974940	Q1077754	Q9630	2017-06-08	Q25052149		
Q575693	Q29974940	Q1031923	Q9626	2017-06-08	Q25052149		
Q575733	Q29974940	Q874215	Q9626	2017-06-08	Q25052149		
Q575881	Q29974940	Q751685	Q215519	2017-06-08	Q25052149		
Q576121	Q29974940	Q750661	Q9630	2017-06-08	Q25052149		
Q576195	Q29974940	Q1072703	Q9626	2017-06-08	Q25052149		
Q576208	Q29974940	Q1052935	Q9630	2017-06-08	Q25052149		
Q576537	Q29974940	Q3337106	Q9626	2017-06-08	Q25052149		
Q577024	Q29974940	Q3302232	Q9626	2017-06-08	Q25052149		
Q577227	Q29974940	Q988477	Q9626	2017-06-08	Q25052149		
Q577362	Q29974940	Q875246	Q9626	2017-06-08	Q25052149		
Q577771	Q29974940	Q1113129	Q9626	2017-06-08	Q25052149		
Q578037	Q29974940	Q874340	Q9630	2017-06-08	Q25052149		
Q578234	Q29974940	Q988746	Q9626	2017-06-08	Q25052149		
Q578272	Q29974940	Q988977	Q9626	2017-06-08	Q25052149		
Q578432	Q29974940	Q1070093	Q9630	2017-06-08	Q25052149		
Q580086	Q29974940	Q3138259	Q9626	2017-06-08	Q25052149		
Q580215	Q29974940	Q611841	Q9630	2017-06-08	Q25052149		
Q580247	Q29974940	Q1053298	Q9626	2017-06-08	Q25052149		
Q580321	Q29974940	Q1032224	Q9626	2017-06-08	Q25052149	2017-07-10	Q35855188
Q580321	Q29974940	Q1032224	Q327591	2017-07-10		2017-12-12	Q35867887
Q580321	Q29974940	Q1032224	Q9626	2017-12-12			
Q580375	Q29974940	Q1077598	Q9626	2017-06-08	Q25052149		
Q580431	Q29974940	Q1052345	Q9630	2017-06-08	Q25052149		
Q580464	Q29974940	Q1032443	Q9626	2017-06-08	Q25052149		
Q580784	Q29974940	Q1087870	Q9626	2017-06-08	Q25052149		
Q580847	Q29974940	Q750643	Q9626	2017-06-08	Q25052149		
Q581095	Q29974940	Q1070148	Q9630	2017-06-08	Q25052149		
Q583750	Q29974940	Q1077771	Q9626	2017-06-08	Q25052149		
Q583906	Q29974940	Q3301660	Q9630	2017-06-08	Q25052149		
Q584062	Q29974940	Q988027	Q9626	2017-06-08	Q25052149		
Q584156	Q29974940	Q988387	Q9626	2017-06-08	Q25052149		
Q6131460	Q29974940	Q1072715	Q9626	2017-06-08	Q25052149		
Q615077	Q29974940	Q874623	Q9630	2017-06-08	Q25052149		
Q6205412	Q29974940	Q1077497	Q9630	2017-06-08	Q25052149		
Q6236465	Q29974940	Q1077825	Q9630	2017-06-08	Q25052149		
Q6383803	Q29974940	Q3337060	Q9630	2017-06-08	Q25052149		
Q6417459	Q29974940	Q1051591	Q9626	2017-06-08	Q25052149		
Q6698469	Q29974940	Q1070072	Q6467393	2017-06-08	Q25052149		
Q6712373	Q29974940	Q1080308	Q9630	2017-06-08	Q25052149		
Q673322	Q29974940	Q1075915	Q9626	2017-06-08	Q25052149		
Q673525	Q29974940	Q1031352	Q9626	2017-06-08	Q25052149		
Q673628	Q29974940	Q730581	Q6467393	2017-06-08	Q25052149		
Q673854	Q29974940	Q1072775	Q9630	2017-06-08	Q25052149		
Q676383	Q29974940	Q751693	Q327591	2017-06-08	Q25052149		
Q676658	Q29974940	Q1113086	Q6467393	2017-06-08	Q25052149		
Q676947	Q29974940	Q3337705	Q9626	2017-06-08	Q25052149		
Q6838584	Q29974940	Q751675	Q76382	2017-06-08	Q25052149		
Q688913	Q29974940	Q3133809	Q9630	2017-06-08	Q25052149		
Q689041	Q29974940	Q874921	Q9630	2017-06-08	Q25052149		
Q689166	Q29974940	Q873637	Q9630	2017-06-08	Q25052149		
Q689239	Q29974940	Q3336720	Q9626	2017-06-08	Q25052149		
Q689287	Q29974940	Q1077506	Q9626	2017-06-08	Q25052149		
Q689348	Q29974940	Q3302057	Q9626	2017-06-08	Q25052149		
Q689421	Q29974940	Q3336866	Q9630	2017-06-08	Q25052149	2017-11-02	Q35855188
Q689421	Q29974940	Q3336866	Q327591	2017-11-02			
Q689514	Q29974940	Q1032268	Q10658	2017-06-08	Q25052149		
Q689546	Q29974940	Q3336201	Q9630	2017-06-08	Q25052149		
Q689627	Q29974940	Q1080330	Q9626	2017-06-08	Q25052149		
Q689660	Q29974940	Q3334633	Q9630	2017-06-08	Q25052149		
Q691299	Q29974940	Q988495	Q9626	2017-06-08	Q25052149		
Q692315	Q29974940	Q1031497	Q9626	2017-06-08	Q25052149		
Q694639	Q29974940	Q874256	Q9630	2017-06-08	Q25052149		
Q694676	Q29974940	Q874069	Q9630	2017-06-08	Q25052149		
Q694695	Q29974940	Q1117254	Q9630	2017-06-08	Q25052149		
Q694759	Q29974940	Q1053376	Q9630	2017-06-08	Q25052149		
Q694869	Q29974940	Q3136751	Q9630	2017-06-08	Q25052149		
Q694881	Q29974940	Q3137610	Q9626	2017-06-08	Q25052149		
Q694929	Q29974940	Q751608	Q76382	2017-06-08	Q25052149		
Q694967	Q29974940	Q1077488	Q9630	2017-06-08	Q25052149		
Q694984	Q29974940	Q1077750	Q6467393	2017-06-08	Q25052149		
Q694996	Q29974940	Q988569	Q9626	2017-06-08	Q25052149		
Q695007	Q29974940	Q1070050	Q9630	2017-06-08	Q25052149		
Q695028	Q29974940	Q3136734	Q9630	2017-06-08	Q25052149		
Q695092	Q29974940	Q1053141	Q10658	2017-06-08	Q25052149		
Q695197	Q29974940	Q750870	Q9630	2017-06-08	Q25052149		
Q695228	Q29974940	Q3337670	Q9626	2017-06-08	Q25052149		
Q695241	Q29974940	Q874173	Q9626	2017-06-08	Q25052149		
Q695257	Q29974940	Q3138317	Q9626	2017-06-08	Q25052149		
Q695295	Q29974940	Q1032004	Q9630	2017-06-08	Q25052149		
Q695310	Q29974940	Q3337618	Q9624	2017-06-08	Q25052149		
Q6989101	Q29974940	Q3337330	Q9626	2017-06-08	Q25052149		
Q7150909	Q29974940	Q751699	Q215519	2017-06-08	Q25052149		
Q7174603	Q29974940	Q1032551	Q9626	2017-06-08	Q25052149		
Q727347	Q29974940	Q988231	Q9626	2017-06-08	Q25052149		
Q727587	Q29974940	Q1075476	Q9630	2017-06-08	Q25052149		
Q727798	Q29974940	Q3231554	Q9626	2017-06-08	Q25052149		
Q727852	Q29974940	Q3337248	Q9626	2017-06-08	Q25052149		
Q727933	Q29974940	Q3138145	Q9630	2017-06-08	Q25052149		
Q727981	Q29974940	Q3138553	Q9626	2017-06-08	Q25052149		
Q728063	Q29974940	Q1050914	Q9626	2017-06-08	Q25052149		
Q728119	Q29974940	Q3337289	Q9626	2017-06-08	Q25052149		
Q728167	Q29974940	Q1077449	Q9626	2017-06-08	Q25052149		
Q728202	Q29974940	Q3336979	Q9630	2017-06-08	Q25052149		
Q728653	Q29974940	Q988211	Q6467393	2017-06-08	Q25052149		
Q7380182	Q29974940	Q3231914	Q9630	2017-06-08	Q25052149		
Q7422176	Q29974940	Q1031928	Q9630	2017-06-08	Q25052149		
Q748837	Q29974940	Q751262	Q9626	2017-06-08	Q25052149		
Q748955	Q29974940	Q3137895	Q9626	2017-06-08	Q25052149		
Q749612	Q29974940	Q1053065	Q9626	2017-06-08	Q25052149		
Q749659	Q29974940	Q3238774	Q9630	2017-06-08	Q25052149	2017-11-23	Q35855188
Q749659	Q29974940	Q3238774	Q327591	2017-11-23			
Q749687	Q29974940	Q1072660	Q9626	2017-06-08	Q25052149		
Q749759	Q29974940	Q1051397	Q6467393	2017-06-08	Q25052149		
Q749980	Q29974940	Q1077582	Q9626	2017-06-08	Q25052149		
Q750018	Q29974940	Q988420	Q9626	2017-06-08	Q25052149		
Q750061	Q29974940	Q3137794	Q9626	2017-06-08	Q25052149		
Q750091	Q29974940	Q988884	Q9626	2017-06-08	Q25052149		
Q750129	Q29974940	Q875033	Q9630	2017-06-08	Q25052149		
Q750135	Q29974940	Q3043035	Q9626	2017-06-08	Q25052149		
Q750161	Q29974940	Q1053398	Q9626	2017-06-08	Q25052149		
Q750179	Q29974940	Q1052262	Q9624	2017-06-08	Q25052149		
Q750188	Q29974940	Q3337505	Q9626	2017-06-08	Q25052149		
Q750204	Q29974940	Q988595	Q9626	2017-06-08	Q25052149		
Q750219	Q29974940	Q3337642	Q9626	2017-06-08	Q25052149		
Q750260	Q29974940	Q1075920	Q9630	2017-06-08	Q25052149		
Q750293	Q29974940	Q873975	Q9630	2017-06-08	Q25052149		
Q750381	Q29974940	Q1077415	Q9630	2017-06-08	Q25052149		
Q750398	Q29974940	Q1051057	Q9626	2017-06-08	Q25052149		
Q750411	Q29974940	Q1032482	Q9630	2017-06-08	Q25052149		
Q750421	Q29974940	Q874974	Q9630	2017-06-08	Q25052149		
Q7609085	Q29974940	Q3238926	Q6467393	2017-06-08	Q25052149		
Q7613711	Q29974940	Q1077455	Q6467393	2017-06-08	Q25052149		
Q7831699	Q29974940	Q3133894	Q6467393	2017-06-08	Q25052149		
Q7852071	Q29974940	Q3337350	Q9630	2017-06-08	Q25052149		
Q7983764	Q29974940	Q3336954	Q9630	2017-06-08	Q25052149		
Q9670	Q29974940	Q1070099	Q9669	2017-06-08	Q25052149		
