?item	?term	?constituency	?party	?start	?election	?end	?cause
Q694676	Q21084473	Q874069	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q694695	Q21084473	Q1117254	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q694759	Q21084473	Q1053376	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q694811	Q21084473	Q1077604	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q694825	Q21084473	Q1080320	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q694869	Q21084473	Q3136751	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q694881	Q21084473	Q3137610	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q694929	Q21084473	Q751608	Q76382	2015-05-08	Q3586935	2017-05-03	Q741182
Q694967	Q21084473	Q1077488	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q694984	Q21084473	Q1077750	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q694996	Q21084473	Q988569	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q695007	Q21084473	Q1070050	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q695028	Q21084473	Q3136734	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q695047	Q21084473	Q989007	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q695092	Q21084473	Q1053141	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q695147	Q21084473	Q1032085	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q695197	Q21084473	Q750870	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q695228	Q21084473	Q3337670	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q695241	Q21084473	Q874173	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q695257	Q21084473	Q3138317	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q7174603	Q21084473	Q1032551	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q727276	Q21084473	Q1050650	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q727347	Q21084473	Q988231	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q727587	Q21084473	Q1075476	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q727798	Q21084473	Q3231554	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q727852	Q21084473	Q3337248	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q727933	Q21084473	Q3138145	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q727981	Q21084473	Q3138553	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q728063	Q21084473	Q1050914	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q728119	Q21084473	Q3337289	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q728167	Q21084473	Q1077449	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q728202	Q21084473	Q3336979	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q7340341	Q21084473	Q874041	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q7380182	Q21084473	Q3231914	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q7422176	Q21084473	Q1031928	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q748837	Q21084473	Q751262	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q748955	Q21084473	Q3137895	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q749612	Q21084473	Q1053065	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q749659	Q21084473	Q3238774	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q749687	Q21084473	Q1072660	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q749759	Q21084473	Q1051397	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q749793	Q21084473	Q3137955	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q749980	Q21084473	Q1077582	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750018	Q21084473	Q988420	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750061	Q21084473	Q3137794	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750091	Q21084473	Q988884	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750129	Q21084473	Q875033	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q750135	Q21084473	Q3043035	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750161	Q21084473	Q1053398	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750179	Q21084473	Q1052262	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q750188	Q21084473	Q3337505	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750204	Q21084473	Q988595	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750219	Q21084473	Q3337642	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750228	Q21084473	Q3137937	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750260	Q21084473	Q1075920	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q750293	Q21084473	Q873975	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q750345	Q21084473	Q1080308	Q9630	2015-05-08	Q3586935	2017-02-26	Q5247364
Q750381	Q21084473	Q1077415	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q750398	Q21084473	Q1051057	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q750411	Q21084473	Q1032482	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q750421	Q21084473	Q874974	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q7609085	Q21084473	Q3238926	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q7613711	Q21084473	Q1077455	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q7815715	Q21084473	Q751637	Q841045	2015-05-08	Q3586935	2017-05-03	Q741182
Q7831699	Q21084473	Q3133894	Q9630	2016-10-20	Q24652477	2017-05-03	Q741182
Q7852071	Q21084473	Q3337350	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q7926595	Q21084473	Q3302490	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q7983764	Q21084473	Q3336954	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q10652	Q21084473	Q3301906	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19831	Q21084473	Q1072676	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q9670	Q21084473	Q1070099	Q9669	2015-05-08	Q3586935	2017-05-03	Q741182
